title,stars
Sweet Twenty,"Ody C. Harahap, |, Stars:, Tatjana Saphira, Niniek L. Karim, Morgan Oey, Kevin Julio"
Forgive Us Our Debts,"Antonio Morabito, |, Stars:, Claudio Santamaria, Marco Giallini, Jerzy Stuhr, Flonja Kodheli"
The New Adventures of Oggy,
Coach Snoop,Snoop Dogg
Twinsters,"Samantha Futerman, Ryan Miyamoto, |, Stars:, Skylar Astin, Anaïs Bordier, Jacques Bordier, Patricia Bordier"
Captain Underpants: Mega Blissmas,"David H. Brooks, |, Stars:, Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin"
Dukhtar,"Afia Nathaniel, |, Stars:, Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan"
The Heartbreak Club,"Bagus Bramanti, Charles Gozali, |, Stars:, Bhisma Mulia, Denira Wiraguna, Fransisca Saraswati Puspa Dewi, Asri Welas"
Larva Island,"Eddy Lee, Erica Schroeder, Tom Wayland"
FirstBorn,"Nirpal Bhogal, |, Stars:, Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies"
The Misadventures of Hedi and Cokeman,"Julien Hollande, |, Stars:, Dana Abed, Hedi Bouchenafa, Julien Courbey, Vincent Desagnat"
Roscoe's House of Chicken n Waffles,"Kennedy Goldsby, |, Stars:, Glenn Plummer, Anthony Johnson, Clifton Powell, Crystal Dawne"
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,"Morgan Neville, |, Stars:, Yo-Yo Ma, Kinan Azmeh, Kayhan Kalhor, Cristina Pato"
The Claus Family 2,"Ruben Vandenborre, |, Stars:, Jan Decleir, Mo Bakker, Bracha van Doesburgh, Renée Soutendijk"
The Deported,"Lance Kawas, |, Stars:, Nicholas Turturro, Talia Shire, Gary Valentine, Michael Rapaport"
Satria Heroes: Revenge of the Darkness,"Kenzô Maihara, Amandha Wyanto, |, Stars:, Abio Abie, Adhitya Alkatiri, Stella Cornelia, Rayhan Febrian"
Seth Meyers: Lobby Baby,"Neal Brennan, |, Stars:, Jonathan Chacko, Seth Meyers"
The Brave Ones,"Tony Kgoroge, Bonko Khoza, Sthandile Nkosi, Nomalanga Nkosi"
Johnny Hallyday: Beyond Rock,
Lift Me Up,"Mark Cartier, |, Stars:, Todd Cahoon, Sarah Frangenberg, Shane Harper, Jonny Jay"
Alice Júnior,"Gil Baroni, |, Stars:, Anna Celestino Mota, Emmanuel Rosset, Thaís Schier, Surya Amitrano"
Natalie Palamides: Nate - A One Man Show,"Phil Burgers, |, Star:, Natalie Palamides"
Frauensee,"Zoltan Paul, |, Stars:, Nele Rosetz, Therese Hämer, Lea Draeger, Constanze Wächter"
Gimme the Loot,"Adam Leon, |, Stars:, Ty Hickson, Tashiana Washington, Joshua Rivera, Zoë Lescaze"
Lego: City,"Marc Silk, Kate Harbour, Ben Pronsky, Ellen Dubin"
Recall,"Michael James Regan, |, Stars:, Michael James Regan, Tommy James Murphy, Louis Di Bianco, Stefano DiMatteo"
A Year in Burgundy,"David Kennard, |, Star:, Martine Saunier"
Life's a Breeze,"Lance Daly, |, Stars:, Kelly Thornton, Fionnula Flanagan, Pat Shortt, Eva Birthistle"
"Rob Schneider: Asian Momma, Mexican Kids","Tyler Spindel, |, Stars:, Elle King, Rob Schneider"
Under Suspicion: Uncovering the Wesphael Case,"Nadine Pirotton, Bernard Sohet, Bernard Wesphael, Luc Gochel"
Dinotrux Supercharged,"Andrew Francis, Ashleigh Ball, Richard Ian Cox, Matt Hill"
Mariposa,"Fajar Bustomi, |, Stars:, Angga Yunanda, Adhisty Zara, Dannia Salsabila, Abun Sungkar"
Merry Men 2,"Moses Inwang, |, Stars:, Damilola Adegbite, Alex Asogwa, Regina Daniels, Iretiola Doyle"
Lara and the Beat,"Tosin Coker, |, Stars:, Ademola Adedoyin, Kemi Lala Akindoju, Chioma Chukwuka Akpotha, Saidi Balogun"
Amy Schumer: Growing,"Amy Schumer, |, Star:, Amy Schumer"
"Hello, Privilege. It's Me, Chelsea","Alex Stapleton, |, Stars:, Chelsea Handler, Melina Abdullah, Jody David Armour, W. Kamau Bell"
Tony Parker: The Final Shot,"Florent Bodin, |, Star:, Tony Parker"
Jim Jefferies: Freedumb,"Ryan Polito, |, Star:, Jim Jefferies"
Guillermo Villas: Settling the Score,"Matías Gueilburt, |, Stars:, Boris Becker, Björn Borg, Marian Ciulpan, Roger Federer"
Train of the Dead,"Sukhum Mathawanit, |, Stars:, Kett Tharntup, Savika Chaiyadej, Sura Theerakon, Chaleumpol Tikumpornteerawong"
"Sing, Dance, Act: Kabuki featuring Toma Ikuta","Tadashi Aizawa, |, Stars:, Tôma Ikuta, Matsuya Onoe"
Father Soldier Son,"Leslye Davis, Catrin Einhorn, |, Stars:, Brian Eisch, Isaac Eisch, Joey Eisch, Roxanne Gregory"
Isle of Dogs,"Tammi Sutton, |, Stars:, Barbara Nedeljakova, Edward Hogg, Andrew Howard, Gwilym Lee"
The Karma Killings,"Ram Devineni, Tushar Prakash"
Springsteen on Broadway,"Thom Zimny, |, Stars:, Bruce Springsteen, Patti Scialfa"
Devil's Bride,"Saara Cantell, |, Stars:, Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg"
Jeff Foxworthy: The Good Old Days,"Ryan Polito, |, Star:, Jeff Foxworthy"
The Unbelievers,"Gus Holwerda, |, Stars:, Ayaan Hirsi Ali, Woody Allen, Richard Dawkins, Daniel C. Dennett"
Pandora's Promise,"Robert Stone, |, Stars:, Stewart Brand, Richard Rhodes, Gwyneth Cravens, Mark Lynas"
Living Will...,"Matthew Lauyer, |, Stars:, Ryan Dunn, April Scott, Gerard Haitz, Noam Harary"
The World Before Her,"Nisha Pahuja, |, Stars:, Pooja Chopra, Manasvi Mamgai, Marc Robinson, Ankita Shorey"
Eye in the Sky,"Nai-Hoi Yau, |, Stars:, Simon Yam, Tony Ka Fai Leung, Kate Tsui, Suet Lam"
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,"Chris Robinson, |, Stars:, Dave Chappelle, Mohammed Amer, Aziz Ansari, Erykah Badu"
Animals on the Loose: A You vs. Wild Movie,"Ben Simms, |, Star:, Bear Grylls"
Michael McIntyre: Showman,"Chris Howe, |, Star:, Michael McIntyre"
Carmen Sandiego: To Steal or Not to Steal,"Jos Humphrey, Kevin Dart, Kenny Park, Mike West, |, Stars:, Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley"
Ms. Pat: Y'all Wanna Hear Something Crazy?,"Robert Townsend, |, Stars:, Phyllis Yvonne Stickney, Patricia Williams"
Craigslist Joe,"Joseph Garner, |, Stars:, Joseph Garner, Kristos Andrews, Gina Keatley, Michael Kuciak"
Dance Dreams: Hot Chocolate Nutcracker,"Oliver Bokelberg, |, Stars:, Debbie Allen, Tichina Arnold, Ryan Phuong, Vivian Nixon"
The Oil Prince,"Harald Philipp, Alfred Vohrer, |, Stars:, Stewart Granger, Pierre Brice, Harald Leipnitz, Macha Méril"
Eddie - Strongman,"Matt Bell, |, Stars:, Hafþór Júlíus Björnsson, Colin Bryce, Geoff Capes, Alex Curletto"
Jeff Dunham: Relative Disaster,"Michael Simon, Matthew McNeil, |, Star:, Jeff Dunham"
Curtiz,"Tamas Yvan Topolanszky, |, Stars:, Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young"
The Spooky Tale of Captain Underpants Hack-a-Ween,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin"
The Search for General Tso,"Ian Cheney, |, Stars:, Susan Carter, Ian Cheney, Philip Chiang, Andrew Coe"
Sunrise,"Partho Sen-Gupta, |, Stars:, Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta"
Chip and Potato: Chip's Holiday,"Joel Dickie, Matt Ferguson, |, Stars:, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Andrea Libman"
We Are Pregnant,"Juana Macías, |, Stars:, Paco León, Alexandra Jiménez, Alberto Amarilla, Ernesto Sevilla"
Sherina's Adventure,"Riri Riza, |, Stars:, Sherina Munaf, Derby Romero, Didi Petet, Ucy Nurul"
Senzo: Murder of a Soccer Star,"Mzillikazi Wa Afrika, Robert Marawa, Irene Meyiwa, Sifiso Meyiwa"
Evicted,"Michael Tierney, |, Stars:, Josh Blackhill, Magnús Jónsson, Michael Tierney, Terence Tierney"
Puss in Book: Trapped in an Epic Tale,"Roy Burdine, Johnny Castuciano, |, Stars:, Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett"
Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters, |, Stars:, Jack Whitehall, Michael Whitehall"
"¡Ay, mi madre!","Frank Ariza, Rafa Montesinos, |, Stars:, Estefanía de los Santos, Secun de la Rosa, Terele Pávez, María Alfonsa Rosso"
The Wedding Party,"Thane Economou, |, Stars:, Michael Adler, Deniz Akdeniz, Molly Burnett, Meg Cionni"
Room 2806: The Accusation,"Nafissatou Diallo, Raphaëlle Bacqué, Élisabeth Guigou, Paul Browne"
Life Overtakes Me,"John Haptas, Kristine Samuelson, |, Stars:, Henry Ascher, Nadja Hatem, Mikael Billing, Karl Sallin"
Being Elmo: A Puppeteer's Journey,"Constance Marks, Philip Shane, |, Stars:, Kevin Clash, Whoopi Goldberg, Frank Oz, Bill Barretta"
Jim Jefferies: BARE,"Shannon Hartman, |, Star:, Jim Jefferies"
What Would Sophia Loren Do?,"Ross Kauffman, |, Stars:, Nancy Kulik, Sophia Loren, Edoardo Ponti"
Jeff Dunham's Very Special Christmas Special,"Michael Simon, |, Stars:, Jeff Dunham, Brian Haner"
21 Days Under the Sky,"Michael Schmidt, |, Stars:, Daniel Collins, Troy Critchlow, Gentry Dayton, Tom Fugle"
The Epic Tales of Captain Underpants in Space,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin"
Like Cotton Twines,"Leila Djansi, |, Stars:, Irene Adotey, Adjetey Anang, Brian Angels, Miranda Bailey"
Historia de un clan,"Alejandro Awada, Chino Darín, Cecilia Roth, Gustavo Garzón"
Revolver Rani,"Sai Kabir, |, Stars:, Kangana Ranaut, Vir Das, Backagaindancer, Zakhir Hussain"
Eric Andre: Legalize Everything,"Eric Notarnicola, |, Star:, Eric André"
Night Fare,"Julien Seri, |, Stars:, Jonathan Howard, Jonathan Demurger, Fanny Valette, Jean-François Lenogue"
Bad Samaritans,"Brian Kubach, Julianna Guill, Alice Hunter, Robert LaSardo"
Dry,"Stephanie Linus, |, Stars:, Ferdinand Afo, Rekiya Attah, Samuel Beavis, Liz Benson"
Jal,"Girish Malik, |, Stars:, Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Mukul Dev"
George Lopez: We'll Do It for Half,"Troy Miller, |, Star:, George Lopez"
Placebo,Abhay Kumar
Seth Rogen's Hilarity for Charity,"Ryan Polito, |, Stars:, Benji Allonbe, Ike Barinholtz, Sacha Baron Cohen, Lakecia Benjamin"
"Cinta Pertama, Kedua, & Ketiga","Ginatri S. Noer, |, Stars:, Angga Yunanda, Putri Marino, Slamet Rahardjo, Ira Wibowo"
Iliza Shlesinger: Unveiled,"Steve Paley, |, Stars:, Darren Capozzi, Mona Parks, Iliza Shlesinger"
Identical,"Daniel Bollag, Seo Mutarevic, |, Stars:, Jonathan Togo, Emily Baldoni, Aaron Refvem, Meredith Zinner"
Jimmy Carr: Funny Business,"Sam Wrench, |, Star:, Jimmy Carr"
6-5=2,"Bharat Jain, |, Stars:, Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor"
Misfire,"R. Ellis Frazier, |, Stars:, Gary Daniels, Vannessa Vasquez, Michael Greco, Luis Gatica"
Prague,"Ashish R. Shukla, |, Stars:, Chandan Roy Sanyal, Elena Kazan, Arfi Lamba, Kumar Mayank"
Green is Gold,"Ryon Baxter, |, Stars:, Derek W. Adam, Jimmy Baxter, Ryon Baxter, Billy Bodie"
The Poltergeist of Borley Forest,"Stephen McKendree, |, Stars:, Marina Petrano, Christopher Ingle, Rhea Rossiter, Weston Adwell"
A Love Song for Latasha,"Sophia Nahli Allison, |, Stars:, Tybie O'Bard, Shinese Harlins, Zoe Flint, Nnenna Brown"
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,"Brian Klein, |, Star:, Jimmy Carr"
Muqaddar Ka Faisla,"Prakash Mehra, |, Stars:, Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Ambani"
Sebastian Maniscalco: Why Would You Do That?,"Joe DeMaio, |, Star:, Sebastian Maniscalco"
Derren Brown: Sacrifice,"Derren Brown, Megan Affonso, Bob Cable, Christopher Crabinha"
Donald Glover: Weirdo,"Shannon Hartman, |, Star:, Donald Glover"
Reasonable Doubt: A Tale of Two Kidnappings,
Orphen,"David Matranga, Shelley Calene-Black, Spike Spencer, John Swasey"
Invoked,"Humberto Rosa, Thairon Mendes, |, Stars:, Ciara Rose Burke, Lyn Lorken, Patrick Murphy, Craig Grainger"
Horrid Henry's Gross Day Out,"Gary Andrews, |, Stars:, Sue Elliott-Nichols, Tamsin Heatley, Emma Tate, Lizzie Waterworth"
"Fat, Sick & Nearly Dead 2","Kurt Engfehr, |, Stars:, Joe Cross, Bjarke de Koning, Carrie Diulus, Sheila Kar"
Mutiny of the Worker Bees,"Carlos Morett, |, Stars:, Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles"
Through My Father's Eyes,"Gary Stretch, |, Stars:, Ronda Rousey, Gary Stretch, Pete Antico, Gene LeBell"
Miranda Sings Live... Your Welcome,"Marcus Raboy, |, Stars:, Colleen Ballinger, Erik Stocklin"
Devilish Charm,"David DeCoteau, |, Stars:, Courtney Blythe Turk, Ryan Walker, R.J. Cantu, Jessica Morris"
Spirit Riding Free: Spirit of Christmas,"Allan Jacobsen, Kevin Wotton, Stephen Cooper, Josh Taback, |, Stars:, Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos"
Katsugeki/Touken Ranbu,"Robbie Daymond, Zach Aguilar, Brad Venable, Ben Diskin"
Spirit Riding Free: Ride Along Adventure,"Allan Jacobsen, Beth Sleven, Kevin Wotton, Stephen Cooper, Josh Taback, |, Stars:, Amber Frank, Bailey Gambertoglio, Sydney Park, Bella Aboulhosn"
The Darkest Dawn,"Drew Casson, |, Stars:, Bethan Leadley, Cherry Wallis, Jess Cleverly, Sarah Perugia"
Jeff Dunham: Minding the Monsters,"Manny Rodriguez, Matthew McNeil, |, Star:, Jeff Dunham"
Tony Hinchcliffe: One Shot,"Ben Wolfinsohn, |, Star:, Tony Hinchcliffe"
Cellmates,"Jesse Baget, |, Stars:, Tom Sizemore, Stacy Keach, Kevin P. Farley, Héctor Jiménez"
Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed, Hasan Aljaberi, |, Stars:, Anwar Aljabri, Haleem Aljabri, Omar Aljabri, Abdullah Bin Haider"
Examination of Conscience,
The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Marston Sawyers, Ian Wittenber, |, Stars:, Dan Bailey, Samantha Briggs, Dave Castro, Katrin Tanja Davidsdottir"
Illegal Woman,"Ramon Térmens, |, Stars:, Daniel Faraldo, Isak Férriz, Yolanda Sey, Montse Germán"
Last One Standing,"Gekidan Hitori, Daigo Yamamoto, Shiori Satô, Reina Triendl"
The Unremarkable Juanquini,"Julián Cerati, Mariana Gómez, María Cecilia Sánchez, Antonio Sanint"
The Millennium Bug,"Kenneth Cran, |, Stars:, John Charles Meyer, Jessica Postrozny, Christine Haeberman, Jon Briddell"
Mysteria,"Lucius C. Kuert, |, Stars:, Robert Miano, Danny Glover, Martin Landau, Billy Zane"
Loudon Wainwright III: Surviving Twin,"Christopher Guest, |, Star:, Loudon Wainwright III"
Garbage,"Phil Volken, |, Stars:, Jed Rees, Jon Huck, Alanna Ubach, Daryl Hannah"
Eureka Seven: Hi-Evolution 1,"Tomoki Kyôda, Hisatoshi Shimizu, |, Stars:, Yûko Sanpei, Kaori Nazuka, Kôji Tsujitani, Johnny Yong Bosch"
The Lazarus Papers,"Jeremiah Hundley, |, Stars:, Danny Trejo, Gary Daniels, Krystal Vee, John Edward Lee"
Still,"Poj Arnon, Chatchai Katenut, Tanwarin Sukkhapisit, Manussa Vorasingha, |, Stars:, Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol, TAE"
Jim Jefferies: This Is Me Now,"Scott Zabielski, |, Star:, Jim Jefferies"
The CEO,"Kunle Afolayan, |, Stars:, Angélique Kidjo, Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo"
Roving Mars,"George Butler, |, Stars:, Paul Newman, Steve Squyres, Rob Manning, Charles Elachi"
Gonchi la película,"Luis Ara, Federico Lemos, |, Stars:, Jorge Alfaro, Lilian Bongoll, Helio Castroneves, Jok Clark"
Phil Wang: Philly Philly Wang Wang,"Barbara Wiltshire, |, Star:, Phil Wang"
Youth v Gov,"Christi Cooper, |, Stars:, James Hansen, Julia Olson"
Rise of the Zombie,"Luke Kenny, Devaki Singh, |, Stars:, Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani"
Patria,"Matías Gueilburt, |, Star:, Paco Ignacio Taibo II"
Tuna Girl,"Mana Yasuda, |, Stars:, Tom Fujita, Hidetoshi Hoshida, Fuka Koshiba"
Bill Hicks: Relentless,"Chris Bould, |, Star:, Bill Hicks"
Our Planet: Behind the Scenes,"Huw Cordey, Sophie Lanfear, Ilaira Mallalieu, Kieran O'Donovan, Hugh Pearson, Gisle Sverdrup, |, Star:, David Attenborough"
Hanebado: The Badminton Play of Ayano Hanesaki!,"Hitomi Ôwada, Miyuri Shimabukuro, Yûna Mimura, Konomi Kohara"
John Lennon: Love Is All You Need,"Alan Byron, Ashley Hall, |, Stars:, The Beatles, Bruce Channel, Tommy Charles, David Frost"
Ayahuasca: Vine of the Soul,"Richard Meech, |, Stars:, Guillermo Arévalo, Gabor Maté, Dennis J. McKenna, Kenneth Tupper"
Mighty Express: Train Trouble,"Christian Campbell, Johnathan Couillard, Shazdeh Kapadia"
After Tiller,"Martha Shane, Lana Wilson, |, Stars:, George Tiller, Warren Hern, Leroy Carhart, Susan Robinson"
When Jews Were Funny,"Alan Zweig, |, Stars:, Marc Maron, Howie Mandel, Gilbert Gottfried, Rodney Dangerfield"
Accomplice,"Jeremy Grant, |, Stars:, Graham Agassiz, Paul Basagoitia, Garett Buehler, Paul Genovese"
Standup and Away! with Brian Regan,"Beth Triffon, Brian Regan, Kari Coleman, Matt Riedy"
"Sí, Mi Amor","Pedro Flores Maldonado, |, Stars:, Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz"
Patton Oswalt: I Love Everything,"Marcus Raboy, |, Stars:, Patton Oswalt, Bob Rubin"
Wanda Sykes: Not Normal,"Linda Mendoza, |, Star:, Wanda Sykes"
Grandma's Wedding,"Javier Colinas, |, Stars:, Susana Alexander, Luis Arrieta, Luis Ernesto Franco, Antonio Gaona"
Whitney Cummings: Can I Touch It?,"Marcus Raboy, |, Star:, Whitney Cummings"
Two Catalonias,"Álvaro Longoria, Gerardo Olivares, |, Stars:, Luis María Anson, Inés Arrimadas, Elsa Artadi, Antoni Bassas"
Ever After High: Epic Winter,"Mike Csunyoscka, Dan Fraga, |, Stars:, Valerie Arem, Ciara Caneega, Cam Clarke, Malcolm Danare"
7:19,"Jorge Michel Grau, |, Stars:, Carmen Beato, Demián Bichir, Héctor Bonilla, Octavio Michel"
Joshua: Teenager vs. Superpower,"Joe Piscatella, |, Stars:, Agnes Chow, Joshua 'Chi-Fung' Wong"
Legally High,Dan Reed
Ladies First,Uraaz Bahl
Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro, |, Stars:, Laura Dern, Ellen DeGeneres, Eddie Vedder, Jill Vedder"
Spelling the Dream,"Sam Rega, |, Stars:, Srinivas Ayyagari, Jacques Bailly, Valerie Browning, Ratnam Chitturi"
The Figurine,"Kunle Afolayan, |, Stars:, Wale Adebayo, Kate Adepegba, Kunle Afolayan, Funlola Aofiyebi"
Emicida: AmarElo - It's All for Yesterday,"Fred Ouro Preto, |, Stars:, Emicida, Zeca Pagodinho, Pabllo Vittar"
#FriendsButMarried,"Rako Prijanto, |, Stars:, Adipati Dolken, Vanesha Prescilla, Refal Hady, Denira Wiraguna"
Dying God,"Fabrice Lambot, |, Stars:, James Horan, Lance Henriksen, Erin Brown, Agathe de La Boulaye"
Care Bears and Cousins,"Braeden Marcott, Olivia Hack, Stephanie Sheh, David Lodge"
ReMastered: Massacre at the Stadium,"B.J. Perlmutt, Bent-Jorgen Perlmutt, |, Stars:, Víctor Jara, Joan Jara, Pascale Bonnefoy, Joyce Horman"
The Reconstruction of William Zero,"Dan Bush, |, Stars:, Conal Byrne, Amy Seimetz, Scott Poythress, Lake Roberts"
Geez & Ann,"Rizki Balki, |, Stars:, Junior Roberts, Hanggini, Roy Sungkono, Shenina Cinnamon"
Katherine Ryan: Glitter Room,"Linda Mendoza, |, Star:, Katherine Ryan"
Shelldon,"Jason Kesser, Samuel Sadovnik, Christina Jopling, Lee Tockar"
Still Laugh-In: The Stars Celebrate,"Lily Tomlin, Ruth Buzzi, Tiffany Haddish, Neil Patrick Harris"
Dear Mr. Watterson,"Joel Allen Schroeder, |, Stars:, Berkeley Breathed, Jef Mallett, Stephan Pastis, Seth Green"
Nothing to Lose 2,"Alexandre Avancini, |, Stars:, Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh"
Trigger Warning with Killer Mike,"Killer Mike, Mario Alberto Pagan, Sir Maejor, Rivka Levin"
Dilan 1991,"Pidi Baiq, Fajar Bustomi, |, Stars:, Iqbaal Dhiafakhri Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp"
A Faraway Land,"Veronica Velasco, |, Stars:, Paolo Contis, Yen Santos, Hans Tórgarð, Zweden Obias"
Zephyr Springs,"Marita Grabiak, |, Stars:, Amy Pietz, Johnny Whitworth, Tracey Fairaway, Kelly Curran"
The Case Against 8,"Ben Cotner, Ryan White, |, Stars:, Ted Olson, Christopher D. Dusseault, Jeffrey J. Zarrillo, Paul T. Katami"
Seeing Allred,"Roberta Grossman, Sophie Sartain, |, Stars:, Gloria Allred, Lisa Bloom, Hillary Clinton, Bill Cosby"
Dolly Parton: A MusiCares Tribute,"Christian Lamb, |, Star:, Brooke Weirick"
Let It Fall: Los Angeles 1982-1992,"John Ridley, |, Stars:, Daryl Gates, Tom Bradley, Damian 'Football' Williams, Jung Lee"
Golden Cane Warrior,"Ifa Isfansyah, |, Stars:, Eva Celia Latjuba, Nicholas Saputra, Reza Rahadian, Tara Basro"
Feedback,"Teo Konuralp, |, Stars:, Joe Tabb, Melissa Pursley, Jesse Bob Harper, Jerry Giordano"
Tim Allen: Men Are Pigs,"Ellen Brown, |, Stars:, Tim Allen, Ken Calvert, John Schmidt"
Iliza Shlesinger: Confirmed Kills,"Bobcat Goldthwait, |, Star:, Iliza Shlesinger"
Bombairiya,"Pia Sukanya, |, Stars:, Radhika Apte, Akshay Oberoi, Siddhant Kapoor, Ravi Kishan"
Trapped by Fear,"Jacques Dupont, |, Stars:, Jean-Paul Belmondo, Alexandra Stewart, Sylva Koscina, Claude Brasseur"
The Garden,"Scott Hamilton Kennedy, |, Stars:, Danny Glover, Daryl Hannah, Antonio Villaraigosa"
Sawah,"Adolf El Assal, |, Stars:, Karim Kassem, Eric Kabongo, Jean-Luc Couchard, Sarah Abdulrahman"
Maxed Out,"James D. Scurlock, |, Stars:, Beth Naef, Mike Hudson, Louis C.K., Catherine Brown"
Vir Das: For India,"Ajay Bhuyan, Vir Das, |, Star:, Vir Das"
Ken Jeong: First Date,"Jon M. Chu, |, Star:, Ken Jeong"
De held,"Menno Meyjes, |, Stars:, Fedja van Huêt, Markoesa Hamer, Monic Hendrickx, Thijs Boermans"
Oushitsu Kyoushi Heine,"Amber Lee Connors, Alejandro Saab, Daman Mills, Micah Solusod"
LEGO Ninjago: Masters of Spinjitzu: Happy Birthday to You!,
Jenny Slate: Stage Fright,"Gillian Robespierre, |, Star:, Jenny Slate"
Alessandro Cattelan: One Simple Question,Alessandro Cattelan
Hell and Back Again,"Danfung Dennis, |, Stars:, Nathan Harris, Ashley Harris, The Marines of Echo Company, Christian Cabaniss"
Vidal Sassoon: The Movie,"Craig Teper, |, Stars:, Beverly Adams, Elgin Charles, Grace Coddington, Michael Gordon"
Pitaah,"Mahesh Manjrekar, |, Stars:, Sanjay Dutt, Nandita Das, Sachin Khedekar, Tanvi Hegde"
Jim Gaffigan: Mr. Universe,"Jay Karas, |, Star:, Jim Gaffigan"
Two Graves,"Gary Young, |, Stars:, David Hayman, Josh Herdman, Kedar Williams-Stirling, Cathy Tyson"
The Ryuo's Work Is Never Done!,"Yuma Uchida, Rina Hidaka, Hisako Kanemoto, Ayane Sakura"
An Act of War,"Ryan M. Kennedy, |, Stars:, Russ Russo, Natasha Alam, Doug E. Doug, Joseph R. Gannascoli"
Dust Up,"Ward Roberts, |, Stars:, Amber Benson, Jeremiah Birkett, Aaron Gaffey, Devin Barry"
Tig Notaro: Happy To Be Here,"Tig Notaro, |, Stars:, Indigo Girls, Tig Notaro, Amy Ray, Emily Saliers"
Grandma's Last Wishes,"Javier Colinas, |, Stars:, Susana Alexander, Luis Arrieta, Enrique Becker, Roberto D'Amico"
Shotgun Wedding,"Danny Roew, |, Stars:, Mike Damus, Kim Shaw, Joel McKinnon Miller, Kevin Christy"
Dragons: Rescue Riders: Hunt for the Golden Dragon,"Greg Rankin, T.J. Sullivan, |, Stars:, Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu"
What Happened to Mr. Cha?,"Dong-kyu Kim, |, Stars:, In-Pyo Cha, Jae-Ryong Song"
Know Your Enemy - Japan,"Frank Capra, Joris Ivens, |, Stars:, John Beal, Howard Duff, Walter Huston, Knox Manning"
Black Privilege,"Mark Harris, |, Stars:, Anah Ambuchi, Malcom Banks, Sarah Cigan, Tommy Corts"
Vessel,"Diana Whitten, |, Stars:, Rebecca Gomperts, Kinga Jelinski, Cecilia Costa, Gunilla Kleiverda"
"Yo, Potro","Marcos Bucay, |, Stars:, Joaquín Ferreira, Marcela Alvarez, Benjamín Alfonso, Emilia Claudeville"
ID-0,"Cristina Valenzuela, Keith Silverstein, Kyle McCarley, Cassandra Lee Morris"
Goyo: Ang Batang Heneral,"Jerrold Tarog, |, Stars:, Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado"
Cyborg 009 vs Devilman,"Bryce Papenbrook, Johnny Yong Bosch, Christine Marie Cabanos, Spike Spencer"
Patton Oswalt: Talking for Clapping,"Patton Oswalt, Boots Riley"
Brave Miss World,"Cecilia Peck, |, Stars:, Linor Abargil, Aliza Abargil, Jackie Abargil, Alison Botha"
Luna Petunia,"Neil Crone, Jonah Wineberg, Edward Glen, Katie Griffin"
Running Wild,"Seong-soo Kim, |, Stars:, Kwon Sang-woo, Yoo Ji-tae, Choi Deok-moon, Moon Jeong-Hee"
Tiffany Haddish: Black Mitzvah,"Linda Mendoza, |, Star:, Tiffany Haddish"
Captain Underpants: Epic Choice-o-Rama,"Todd Grimes, |, Stars:, Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin"
Meet the Mormons,"Blair Treu, |, Stars:, Jermaine Sullivan, Ken Niumatalolo, Carolina Muñoz Marin, Bishnu Adhikari"
Nevenka: Breaking the Silence,Nevenka Fernández
Rodney King,"Spike Lee, |, Star:, Roger Guenveur Smith"
Chris D'Elia: Man on Fire,"Bill D'Elia, |, Star:, Chris D'Elia"
Bill Hicks: Revelations,"Chris Bould, |, Star:, Bill Hicks"
Netflix Acquires Seth Rogen,"Seth Rogen, Lonny Ross, Jun Shimizu"
